Year,Round,Pick,Player,Team,Reg_Win,Reg_Loss,Reg_Tie,Reg_Games,Playoff_Seed,Playoff_Win,Playoff_Loss,Playoff_Games,Total_Win,Total_Loss,Total_Tie,Total_Games,Reg_Games_Left,Full_Ssn_Proj_Wins,Wins_Over_Ssn_Proj,Current_Proj_Wins,Wins_Over_Current_Proj,Reg_Win%,Playoff_Win%,Total_Win%,Tm_Yr,Tm_Yr_Win,Tm_Win
2017,2,13,Mike,Ravens,9.0,7.0,0.0,16.0,0.0,,,,9.0,7.0,0.0,16.0,48.0,10.5,-1.5,,,0.5625,,0.5625,Ravens 2017,Ravens 2017 (9),Ravens (9)
2017,2,14,Alex,Titans,9.0,7.0,0.0,16.0,0.0,10.0,8.0,18.0,10.0,8.0,0.0,18.0,48.0,10.0,0.0,,,0.5625,0.5555555555555556,0.5555555555555556,Titans 2017,Titans 2017 (10),Titans (10)
2017,3,15,Alex,Giants,3.0,13.0,0.0,16.0,0.0,,,,3.0,13.0,0.0,16.0,48.0,3.9,-0.8999999999999999,,,0.1875,,0.1875,Giants 2017,Giants 2017 (3),Giants (3)
2017,3,16,Mike,Dolphins,6.0,10.0,0.0,16.0,0.0,,,,6.0,10.0,0.0,16.0,48.0,6.0,0.0,,,0.375,,0.375,Dolphins 2017,Dolphins 2017 (6),Dolphins (6)
2017,3,17,Dan,Saints,11.0,5.0,0.0,16.0,0.0,12.0,6.0,18.0,12.0,6.0,0.0,18.0,48.0,12.0,0.0,,,0.6875,0.6666666666666666,0.6666666666666666,Saints 2017,Saints 2017 (12),Saints (12)
2017,3,18,JP,Vikings,13.0,3.0,0.0,16.0,0.0,14.0,4.0,18.0,14.0,4.0,0.0,18.0,48.0,14.0,0.0,,,0.8125,0.7777777777777778,0.7777777777777778,Vikings 2017,Vikings 2017 (14),Vikings (14)
2017,3,19,Jackson,Broncos,5.0,11.0,0.0,16.0,0.0,,,,5.0,11.0,0.0,16.0,48.0,5.3,-0.2999999999999998,,,0.3125,,0.3125,Broncos 2017,Broncos 2017 (5),Broncos (5)
2017,3,20,Jordan,Bengals,7.0,9.0,0.0,16.0,0.0,,,,7.0,9.0,0.0,16.0,48.0,7.0,0.0,,,0.4375,,0.4375,Bengals 2017,Bengals 2017 (7),Bengals (7)
2017,3,21,Brandon,Chargers,9.0,7.0,0.0,16.0,0.0,,,,9.0,7.0,0.0,16.0,48.0,10.1,-1.0999999999999996,,,0.5625,,0.5625,Chargers 2017,Chargers 2017 (9),Chargers (9)
2017,4,22,Brandon,Commanders,7.0,9.0,0.0,16.0,0.0,,,,7.0,9.0,0.0,16.0,48.0,7.0,0.0,,,0.4375,,0.4375,Commanders 2017,Commanders 2017 (7),Commanders (7)
2017,4,23,Jordan,Lions,9.0,7.0,0.0,16.0,0.0,,,,9.0,7.0,0.0,16.0,48.0,9.0,0.0,,,0.5625,,0.5625,Lions 2017,Lions 2017 (9),Lions (9)
2017,4,24,Jackson,Eagles,13.0,3.0,0.0,16.0,0.0,16.0,3.0,19.0,16.0,3.0,0.0,19.0,48.0,16.0,0.0,,,0.8125,0.8421052631578947,0.8421052631578947,Eagles 2017,Eagles 2017 (16),Eagles (16)
2017,4,25,JP,Rams,11.0,5.0,0.0,16.0,0.0,11.0,6.0,17.0,11.0,6.0,0.0,17.0,48.0,11.6,-0.5999999999999996,,,0.6875,0.6470588235294118,0.6470588235294118,Rams 2017,Rams 2017 (11),Rams (11)
2017,4,26,Dan,Colts,4.0,12.0,0.0,16.0,0.0,,,,4.0,12.0,0.0,16.0,48.0,4.0,0.0,,,0.25,,0.25,Colts 2017,Colts 2017 (4),Colts (4)
2017,4,27,Mike,49ers,6.0,10.0,0.0,16.0,0.0,,,,6.0,10.0,0.0,16.0,48.0,6.5,-0.5,,,0.375,,0.375,49ers 2017,49ers 2017 (6),49ers (6)
2017,4,28,Alex,Bears,5.0,11.0,0.0,16.0,0.0,,,,5.0,11.0,0.0,16.0,48.0,6.2,-1.2000000000000002,,,0.3125,,0.3125,Bears 2017,Bears 2017 (5),Bears (5)
2017,99,29,Leftover,Jaguars,10.0,6.0,0.0,16.0,0.0,12.0,7.0,19.0,12.0,7.0,0.0,19.0,48.0,12.0,0.0,,,0.625,0.631578947368421,0.631578947368421,Jaguars 2017,Jaguars 2017 (12),Jaguars (12)
2017,99,30,Leftover,Bills,9.0,7.0,0.0,16.0,0.0,9.0,8.0,17.0,9.0,8.0,0.0,17.0,48.0,9.0,0.0,,,0.5625,0.5294117647058824,0.5294117647058824,Bills 2017,Bills 2017 (9),Bills (9)
2017,99,31,Leftover,Jets,5.0,11.0,0.0,16.0,0.0,,,,5.0,11.0,0.0,16.0,48.0,5.5,-0.5,,,0.3125,,0.3125,Jets 2017,Jets 2017 (5),Jets (5)
2017,99,32,Leftover,Browns,0.0,16.0,0.0,16.0,0.0,,,,0.0,16.0,0.0,16.0,48.0,2.9,-2.9,,,0.0,,0.0,Browns 2017,Browns 2017 (0),Browns (0)
